Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating,Player0_Rating,Player1_Rating,Player2_Rating,Player3_Rating,Player4_Rating,Player5_Rating,Player6_Rating,Player7_Rating,Player8_Rating,Player9_Rating,Player10_Rating,Player11_Rating,Player12_Rating,Player13_Rating,Player14_Rating,Player15_Rating,Player16_Rating,Player17_Rating,Player18_Rating,Player19_Rating
Galleon: Islands of Mystery,XB,2004.0,Action,0.03,67.0,40.0,7.0,T,163.32734852873557,54.35202789649014,-114.82849102075228,-53.81314727080514,-87.91121106729666,57.50627846155828,-258.6312776039248,-214.71869519487785,-150.7203709882146,-129.06870830115068,140.2765543903905,59.48295502483868,128.62321687013366,101.54548984831027,153.86526256566097,32.772831959452155,2.0516231123541706,-154.8290479389285,-156.8275642757549,-50.241902409553106
NFL Street,GC,2004.0,Sports,0.35,81.0,30.0,8.0,E,-11.896338710002425,-135.52763564456646,90.45270267673745,33.005898648447044,16.563881843201692,-124.3407147101047,205.49277492317154,34.58693553608388,2.505700179641277,-45.71705607211433,-217.02690491126523,124.1733757483696,50.057217410247965,208.37885761663273,110.04601831791356,-107.21163602189485,156.0974402062096,-88.2703077665425,-43.69160148925846,-68.48716149719023
Taiko Drum Master,PS2,2004.0,Misc,0.2,77.0,35.0,8.1,E,73.4961349333194,-215.73281576156035,4.196564519292136,-36.77495920267887,103.16967782626263,27.876522453313207,-136.55991384584908,119.95871225922241,-108.68621987298961,-44.39119268033299,36.06226700937186,-92.46766084987523,-169.47518164726736,113.2420401713879,-35.23848587553351,-78.69228632986093,100.87560457705223,152.6173933506617,37.184198256823045,-62.32183252624722
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,0.06,45.0,16.0,7.8,T,-84.47357974089309,74.57891717994318,37.551079081974734,-119.62476257026916,25.13394892699076,47.77743515620947,-62.209442783326665,-47.20038342951135,84.61402526032184,-53.39319232076656,-215.33456248375674,-92.58480042141379,-110.13189260801389,145.77737960388495,-12.420609978215573,41.08099766319424,7.549213530131227,-80.44941655440161,55.66369299032521,-78.78899647523544
Conflict: Vietnam,XB,2004.0,Shooter,0.22,60.0,40.0,7.3,M,-80.56095492010972,26.504510448865894,151.19815748541777,-242.5305864592758,26.516372781010446,132.02882872126952,-51.069349266955534,21.40463002514967,-76.13582806824083,167.49175663753124,-134.7714860031149,111.22121147228097,149.9141823762181,305.8080164715096,62.42338655041374,-51.10445851060974,-55.636978763989966,39.55913180478246,-58.93491201034432,67.30656124132172
Gallop Racer 2004,PS2,2004.0,Sports,0.06,70.0,15.0,8.7,E,-69.49944863619302,-95.46946424178381,-33.07886551155204,4.67736475467742,45.34561056399329,90.07706243874605,8.353664767037554,87.93939199036,-53.11646786459529,136.7160806782394,122.85239571396546,-54.282361148550095,-1.5884702735224236,-25.2070582879154,-221.00046315679697,90.34990141134806,-1.0984099413078565,104.94390601159313,-52.59700314162503,-62.231854397053496
The Urbz: Sims in the City,GC,2004.0,Simulation,0.4,73.0,19.0,8.4,T,-31.718227352385487,-10.865764328972668,30.086500916835334,-64.26724456785875,1.7791201583080194,-27.29739324599526,57.006166730006136,30.546926663775796,58.87692928738014,-33.24952977337304,-60.367012888064394,24.10210465496397,-77.59517269508906,-88.05094096705992,83.39496272168644,-33.75048442578288,72.43858002681453,-6.758795018289078,41.230471119198874,-229.20993184278586
MTX Mototrax,PS2,2004.0,Racing,0.26,77.0,30.0,8.1,E,83.83799085718047,57.52113830445794,126.17913791049962,50.73766350118743,-15.214664176798356,-193.27496276901422,-46.50799003192702,-58.96120509956182,-57.2146988212062,68.72786479154655,31.784724852808445,186.57126839265771,85.71579461174888,-36.488214276367906,-90.45414403695709,17.395412824028764,-38.933518076802024,49.28496800442825,0.5093011723948451,-120.65079036471886
Bad Boys: Miami Takedown,PS2,2004.0,Shooter,1.15,43.0,5.0,3.4,M,41.22441187978647,-126.82634101817678,151.87917224468032,-82.87404318075274,60.68235204260507,149.62358360563871,27.772071026327655,-157.46016347312454,35.782317148255345,-13.451921097419739,61.03207875315844,-66.14094322732447,-107.06060836999593,-59.87578603887521,-72.31961980445803,112.78663616391643,-63.593079270549794,155.68473830994145,143.4608431434701,56.72691200652578
UFC: Sudden Impact,PS2,2004.0,Fighting,0.18,54.0,29.0,7.7,T,-38.71234998192701,164.88090368028833,58.97791947088922,-74.21756125152422,149.14603279534091,-38.82738730297805,-126.82190704958141,-36.25178049788625,-118.9548831332171,61.69222577935746,-54.42910927947876,50.94130788914947,31.481427810690064,136.49716481670612,16.627697235944318,-61.020399625007904,26.648660098089266,22.931736509615597,-98.04620365154578,147.67945990381003
World Tour Soccer 2006,PS2,2004.0,Sports,0.17,56.0,20.0,6.0,E,52.130952150305696,-57.52763870643399,-19.670882288618635,-4.817601475262625,49.85816735463849,-11.038744746586186,-84.37071369601506,71.69162301376204,253.4537819001796,246.06486732715646,-69.8793539064924,247.60841348875974,-77.93612297314787,-145.45329370234288,-42.62045608812146,-118.61353020740938,-146.86041766444797,-118.27504044482147,-57.3193310832692,115.29738113680834
Samurai Western,PS2,2004.0,Action,0.08,58.0,34.0,7.6,M,-155.80977247548142,-114.0328250965241,-33.481867935981306,36.811458483551704,55.42831879230465,-87.4624182325851,59.32887696580097,-27.7002196712148,187.74901632219718,-57.187801872322076,-86.11544760992112,-147.9712316454298,-59.32463364290089,-103.82477795320216,116.45526437832648,-107.96577751736534,57.92319278610041,-10.085371216003667,86.79840889583659,-51.528314383492734
Atari Anthology,PS2,2004.0,Misc,0.4,66.0,12.0,4.3,E,-35.4534722092859,-45.7712462834302,19.926423612481518,134.8075990773105,-55.40654502527212,-80.55338739771089,-98.32746467971585,-156.06842220033968,-60.44165266118549,138.40394974852387,-26.762264116316643,67.87903504801213,193.50135043841544,10.982968760244747,92.06652232553616,-98.07578090739474,-64.03134079699927,104.09862990903906,77.56837902678066,-51.30832841037958
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,1.13,84.0,55.0,8.6,M,5.033062468720554,192.66853025393348,28.524518716952496,108.06531848704113,25.384384330808945,14.795655701549004,123.4064479749328,-108.50273656778062,-98.0875433961324,3.992223686323077,79.2780825739884,3.8230373237982964,145.8963961691889,-60.12649107378696,31.869573098947303,-206.82268839270296,107.61581253556211,-178.61818475165788,-173.40202392713223,-0.9060593680544232
Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,0.08,70.0,7.0,8.8,T,-68.50682692612983,-10.068060954498437,76.09459104657874,-204.43576665407045,-134.96951278826336,-117.79263484237023,-49.39723598988153,-64.20494082238875,191.28770180272264,73.85382147847346,-28.244645470085068,73.33102711221281,20.571790885176927,-30.82337432551141,-88.10652366362643,-231.1998338797659,-30.923357363743715,41.161556387154555,-106.274753320412,14.140577728307257
ESPN NBA 2K5,XB,2004.0,Sports,0.95,85.0,28.0,8.7,E,-52.95966757469055,-83.07522435268152,-9.8073395608917,-116.40819642038542,-160.2067437986041,-143.59975399620873,85.7977933799669,-106.83293483193268,-58.18714400872107,98.15690577577914,3.968146558458269,94.80032694151468,-192.27418147311693,-188.64808190778527,-17.858340743891855,-49.50891660371873,-70.50976858410031,-141.80532974653605,57.96641085825184,-100.04639447012413
The Suffering,PS2,2004.0,Action,0.42,77.0,47.0,8.9,M,6.63050745563533,111.82892973736742,79.99486825731735,-11.402397827664096,-16.444844122231842,-101.51848498453518,14.93302448138342,-36.00342042232095,10.777747214579108,5.283336109144473,-44.50373868221573,14.202979279712528,-178.4650313057081,-11.632200463489704,67.87257680122161,309.47387966101263,-223.0750720718684,-35.41738576964309,79.43670552080249,14.805478045011483
Rocky: Legends,XB,2004.0,Action,0.1,67.0,21.0,5.2,T,-43.88988217409334,1.5955782354557568,176.77526375291947,-12.698343449353782,-180.18337220133526,7.862467371814167,171.40718302202146,79.58865892223629,-76.81426101319647,18.714303635676092,103.11371673785727,126.37717359388003,-44.88190515965318,-139.50261443085492,-53.999976018338444,-60.860533265123564,11.796378413220962,-16.336293373744663,-13.483618864043587,-51.30470171457097
Star Trek: Shattered Universe,PS2,2004.0,Simulation,0.1,42.0,19.0,8.3,E,22.32406779627841,60.467895427610586,-75.17438269604739,78.4149695701884,-75.53254137549082,-60.30947145243165,146.3654300178211,59.51774688881761,-88.1144892045087,28.10335658270951,160.2479496724176,-79.4270954922934,17.92371255321227,-39.5506573433776,173.5348287155746,-90.02654470735287,-1.928269221667489,-24.598023755141394,-11.344089132354373,-99.47112646754505
Guilty Gear Isuka,PS2,2004.0,Fighting,0.1,73.0,39.0,7.5,T,77.36240619115472,41.512596012921506,165.82694862639198,82.74630585235154,63.61233059272272,63.37736348300753,46.18490066072632,-0.20268594016271396,97.19424469761884,20.97853374794509,73.86568728490772,203.7663217748518,181.32499621561712,0.46116921073134176,-103.57855600367034,154.8474013439945,-61.268329609401285,86.55175113620403,-33.853767627546375,133.12266959902945
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,0.08,78.0,25.0,8.0,T,-73.95469446475707,-127.67589178814775,-128.86775376573718,115.11554843306158,-159.12123715286637,3.880846852654739,-103.22326534319845,-85.92569242683633,-95.18997162061952,-28.501696152692784,-5.400977820046022,-5.784042079342016,40.793592923952474,154.48755341510224,6.368458450273705,-7.678090653090088,-49.21670488020232,-190.51989532690166,-21.28990251373754,-55.1571008839139
World Championship Poker,PS2,2004.0,Misc,0.95,60.0,8.0,7.7,E,-94.89784390540942,-22.747824495673346,205.28085746447843,116.18922659167328,-144.5156861637871,17.290479918507156,56.61104733650533,29.9239281237615,-102.15444261985684,-81.52326262573418,-189.11547949727256,76.80566716399078,51.954712382785374,0.9139593470311418,21.017400023431136,75.56313411602386,83.26398624839145,51.55050106312792,-113.17166224991023,-4.056853871566026
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,1.16,70.0,31.0,6.3,T,-10.13276971744137,-21.432177359218116,-62.5520491383278,87.59739316434461,-35.15650352902623,-22.94899378349891,144.156163909306,39.407681863276004,231.66803143245352,-70.67602342308047,63.16349436246204,114.48174847134713,116.61880283175759,-29.76955734130742,-49.57976408263629,26.35823699627242,-30.271569101577526,151.04184200343488,-69.9487185163151,-154.35372289900423
Silent Scope Complete,XB,2004.0,Shooter,0.1,69.0,25.0,7.4,M,-94.60428332599078,105.94087549362219,-126.47938816412083,-181.64654567905245,-55.699982969428895,-43.76210899847581,-85.43381357330348,2.7199063896072597,-160.5047233978154,-19.08507433270354,-81.50358879761792,-86.45530450098552,-46.357501792014105,-141.8986076357118,9.905523857793339,-30.11088946603922,-121.62862319727368,262.60824321634055,25.607753059082434,-21.60386487455932
Mario vs. Donkey Kong,GBA,2004.0,Puzzle,1.17,81.0,43.0,8.0,E,-105.05542801808257,-36.065527693027306,7.744894763975169,112.38524911846002,-99.41416618089744,-39.9663869719534,43.343309049911745,-45.341702620724064,13.820637198896977,30.338093550695884,94.41242863710801,-91.40972023332063,-121.76705506527085,166.7082677995937,64.2529227013851,135.81457963811988,-49.518464205011405,14.392764150269265,48.112277455399656,-22.37586117958531
MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,0.08,79.0,26.0,5.4,T,-100.63129690178528,25.641882031858483,-4.7554310527042105,133.19141316915275,-98.78748407560548,-121.5591862070531,-18.666179797870726,-133.7111560099768,-48.14777768542485,-45.52250447017721,-3.0811485015461146,-46.601870228741625,-104.80188302563194,60.86194268704925,22.970358308657616,-160.74157070722055,48.45003181904541,37.14821679672819,-39.698435203767055,-118.65883193527922
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,0.26,64.0,45.0,6.9,T,-238.18288070151647,-45.709980361456346,68.423902082629,-93.33993107998221,-109.54529327403625,3.0828046590579627,-153.16575266094895,1.5179498745916336,27.048692834913062,-26.63026682503769,0.31307423980697696,77.47613773530148,-89.33304363986797,-53.769956576333364,13.886351798525181,-43.258652642650794,6.312835011157439,-22.001552633720973,32.131665155735334,27.77358079360231
Vietcong: Purple Haze,XB,2004.0,Shooter,0.08,57.0,32.0,8.4,M,66.51721549450683,137.90385891603285,-89.24662703250871,-105.85783258896038,-105.48058857814702,-65.34256647925437,37.60069522935271,102.70815644824532,30.46657848535863,5.77607664653559,16.567607639890443,41.55688255662459,-138.9118538571005,76.84698492315356,-77.01010343351646,-123.0370234928067,-166.82378088976296,33.20263658344592,63.17362892744644,-92.55962150380415
Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,0.08,75.0,31.0,8.0,T,-49.32230519934046,-4.953526505460458,-102.44520239073994,116.73099521389221,49.744278647082766,42.92050003361606,-88.94608591811996,101.8017520366738,-45.26295188127845,-54.50852604894559,84.28705465902534,0.7322353546657943,78.85120044504018,-15.004890692965272,-98.80871838712648,3.562279177281073,-69.76696964210383,-2.631968122155306,-52.580647268442895,-44.76209885657513
ATV Offroad Fury 3,PS2,2004.0,Racing,1.2,78.0,37.0,8.4,E,149.5045138204197,159.33572114648672,43.56616748393352,21.012052631871168,-248.5534257383303,93.89242141094473,-93.63732178064129,-96.62408566285288,-255.04462996285068,-82.28075338952176,-75.02564148877939,6.826976170358125,-117.01826319439503,-114.15586667919386,-50.19931324401311,-28.077802921530694,187.89712091977788,-68.74931695027121,97.26730149066951,18.93066142226108
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.1,63.0,11.0,6.2,E,137.4085119967985,-151.59144326915197,-43.750791365949816,27.235485862714693,-108.66818467374814,-44.85843306737968,-50.29263209082414,53.13999666243752,-56.25652233349425,-111.73034113087729,-84.82972605129333,-32.10459528599729,-100.82598567747907,-56.19597885009438,-56.121015109243125,-66.95754074429536,101.33040374904057,131.5416890333784,72.76703260643085,8.877184299116712
Pikmin 2,GC,2004.0,Strategy,1.2,90.0,54.0,9.1,E,-10.434378906342724,98.16109205199652,161.89553415204338,-44.65731332185406,246.96540634881597,-70.58656815478587,-110.1983847173857,67.358711575593,-18.906681221315498,72.65672907465897,-23.60023304328902,-100.58928433731542,-108.59007155177956,-122.62970906291055,88.84305967393237,-7.357790714268485,-222.34998137709923,30.493028768926102,78.5767589908599,-136.1510400004099
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,0.56,55.0,4.0,8.4,T,210.03810561308245,32.07864669455914,76.31422233487507,-7.087970503510441,26.255685227495967,34.67789260664802,-175.42699704674087,11.520562860610431,-174.967698049899,53.48167819949785,-25.395162088880312,-239.4646957033014,-113.0894681975966,21.6578701553582,-29.484875843734187,-128.2026832942999,-61.73884031378236,-7.387932808080885,104.20236431248375,-57.931857602455636
The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,0.58,73.0,35.0,8.2,T,104.4208556755303,-3.1929616336469366,-34.11082831266524,67.08964641976152,16.095106342843536,43.27294918375026,-30.193199267642346,-73.54412308320056,20.430844894637783,-72.17117131051018,-34.97929936021954,41.102368283383974,18.254930668755616,56.4544672750111,257.20014507929824,60.736659869947175,-13.58736231816056,-143.4687369802421,-129.32833844342198,-121.35424378197483
Van Helsing,GBA,2004.0,Action,0.1,33.0,11.0,6.3,T,-194.20974039254406,-27.832702094297062,-112.57355283227908,-120.36459644921432,-48.37841182881428,-140.63204948368377,101.53341722177713,-50.78524282925814,80.66820167767027,-22.14921262017636,16.27331182579346,47.363887445461025,-81.87560359401512,47.617648756217406,65.3058435586586,170.8578827021126,151.28491718232914,29.155963203121367,-111.32525456953528,20.08091710008293
The Bard's Tale,XB,2004.0,Role-Playing,0.1,75.0,50.0,8.8,T,34.40681191931014,-30.243510347879678,18.82187624607152,63.56551964050256,-99.25202848019173,-32.76852259819645,78.90398674318718,-182.5693946057844,35.21837303097365,29.07973818046013,-85.72032841964456,-59.77491563888543,31.165968061042058,-138.7502642878724,-48.5655056546236,16.031954446358075,160.81792112053773,-42.789799323762026,105.77714053908758,32.80989417067731
Alien Hominid,PS2,2004.0,Shooter,0.1,78.0,47.0,8.3,T,-55.76544423407398,24.585696428192733,90.56156425248268,23.28485452082122,17.381946907140186,70.26502026763342,-26.475293382052467,-202.22432158609732,-36.062971779303496,40.01597939435643,-43.13754617295882,25.60741183705574,44.81219603668328,13.62392415132469,55.96486612236915,-106.83468043689277,47.8089194811948,-129.53382223281653,46.8349409072214,2.4724523170229165
The SpongeBob SquarePants Movie,GC,2004.0,Platform,0.94,73.0,9.0,7.8,E,86.15145565633848,-20.96078667061929,-26.844669042262865,54.655918766548204,-41.6030425397681,18.571461539531935,-34.59171098251126,15.188564726229368,-48.805648431667294,39.075891079378685,-94.04270874542362,-152.34599744512042,-107.81747558579482,33.63682579780464,16.117886094719715,-144.44680742939983,64.41092881631472,-31.830356568508744,63.61723009975198,82.57510584307013
Call of Duty: Finest Hour,GC,2004.0,Shooter,0.4,74.0,31.0,8.9,T,22.695247104894115,54.035051483018734,-21.957623223427845,-124.13784950344389,-62.71926078090442,-144.7019509266225,-25.049984673105445,-319.4170722950772,-20.861906383646055,-68.87258945345407,74.07527946886096,-131.60596318607503,111.90239476499428,41.768253650926745,-14.682476398216274,77.23638046820481,63.26737390426887,128.7922139970798,-2.6135969120195246,8.494569838076794
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,0.08,49.0,18.0,7.0,E,-31.20497870883911,146.44588084808393,92.23961600901637,-73.95770942828595,53.75890408263787,-28.448861145030108,-11.159522756507455,4.665093555715409,-59.762523815514314,71.11614179469787,43.98279144807519,-35.40383668708002,-46.38881411893223,143.55072948089412,-113.34676326302106,86.18389618592511,57.06593817852826,-78.67978422197115,221.97044280275185,-96.56876081172472
Killzone,PS2,2004.0,Shooter,0.94,70.0,67.0,7.4,M,41.84446148502244,-71.3380482423291,45.233144674784555,51.297817606106655,-136.42726699398588,55.8202649285531,-2.51107250019225,-47.5782323619794,165.69043957773292,-237.14513441467818,45.366164983945765,91.03904021525217,-47.549087487779246,-108.80883888427088,-102.84250254593927,-143.2928026858915,6.7854258823409355,11.835864394430713,120.67604546619926,-148.85985774261036
Pitfall: The Lost Expedition,GC,2004.0,Platform,0.08,73.0,25.0,8.6,E,58.19669596331709,18.13303460688643,4.423227594648765,11.069935888309896,7.345974290769586,-202.01360536661298,111.14069370201956,-144.03183674873833,-88.32537053089138,125.38057120441613,30.94756932123141,158.032037968973,-31.073421659981104,-115.75898152121181,164.52395227819255,-66.68971625450028,93.48223694926855,-17.08702463485578,-115.21035261139683,115.1232574193082
Call of Duty: Finest Hour,XB,2004.0,Shooter,1.21,73.0,55.0,7.8,T,-29.369400128057354,76.68312410325086,-153.89169188190033,33.946359465503654,-90.74107656440343,187.34200239435813,-57.086528132957135,-67.30442987635197,-67.1510813681078,205.8463915570008,-86.21189626118776,78.34193148971076,-203.57752771168083,-17.78473282679344,-68.49322777203668,-113.76861844764916,-4.740406552342817,76.46838611770826,78.79077200383493,70.91009002673201
Seven Samurai 20XX,PS2,2004.0,Action,0.08,52.0,31.0,7.0,T,-250.3666640075523,19.265231137737032,95.96372489633657,-22.625790270015383,-28.80397392000863,74.00835179187976,50.389467128167965,297.35751495805096,51.37577778713105,59.8240536190943,85.60587418898665,17.350710206906168,-57.8129508463226,4.481170863201308,-50.76073623851397,-201.41215921835135,-25.675336914504516,61.452810224833776,-76.08122810084738,-54.270830450272875
FIFA Soccer 2005,XB,2004.0,Sports,0.97,81.0,34.0,8.7,E,-43.15938444914185,2.5889714596356876,35.86825050557903,72.69732370770423,70.46485416136521,86.45802064760161,20.437680194745187,-45.18565344526931,-118.5604549737389,4.914062293362225,-128.16379281690004,-32.434295630291324,43.8081358795255,45.71115064277105,-30.093794157167274,-80.04396456409297,69.34463027856296,6.8793606414739195,45.314186368763316,53.14207436860404
Psi-Ops: The Mindgate Conspiracy,XB,2004.0,Shooter,0.17,84.0,55.0,7.9,M,-101.26840460583264,-26.743939693064995,74.11422455462333,-41.720574596395814,59.578193276518235,36.140741996412466,-50.09671572536055,-87.26585098622287,-133.68985881566852,69.84104856551548,-62.87803435706585,3.0287383637451515,-88.60914464014475,-1.708332686019049,-44.76741264391212,-94.84478408919705,-122.08064382547259,-149.25352606616553,121.50061719170589,25.407552299429543
Men of Valor,XB,2004.0,Shooter,0.25,73.0,47.0,8.0,M,116.11027003214238,-100.49997563606728,-91.84974637892847,73.58085235960891,24.114469787827346,-156.0151656054287,58.20951064164962,-29.938691550752534,25.448894473479065,116.00355801598819,23.93480251438198,-29.1303574735979,-45.12328342894341,-178.1489092095505,89.07908971769008,-13.217103731792326,28.773341539477453,97.95760313423554,0.5225123599089156,74.87040580603575
Test Drive: Eve of Destruction,XB,2004.0,Racing,0.09,72.0,28.0,8.7,T,-196.6204752856283,-10.863610875342484,92.52831078421283,1.9424503132808932,127.95905440128459,163.30979207195492,-20.187298180543273,194.77448138275682,-26.24022751665625,71.91068384885516,-74.69429398226839,26.28175815356621,-69.04343928331946,-36.40351625451575,76.21368730780942,175.18069189741527,-84.96121751133522,34.041232357855975,-82.27692183213627,-75.13315050480493
Crash 'N' Burn,XB,2004.0,Racing,0.09,65.0,25.0,6.4,T,-186.87751135637365,36.91141789171609,-5.772413846454476,-135.15073556023563,23.917916559708637,42.48696120827238,98.92649589450775,-40.928484369467114,-74.84914983346755,25.28454468078903,156.6641163067035,5.997899792145063,-61.20558216768141,160.31790029682935,-95.18623811356491,71.86961587500876,-64.56922567915727,48.03317354861928,50.7996937681531,-116.35180548471081
World Soccer Winning Eleven 8 International,XB,2004.0,Sports,0.09,90.0,25.0,8.4,E,-44.678764066095574,168.33506013155733,249.9846940523126,53.32388152031471,69.9074075682224,-103.28141550793815,-130.02859695613404,92.0606987913052,-40.454766508865156,-121.94685960854828,-193.44137987180883,30.01690387029388,29.091383052827226,3.0137433444439217,32.35308654400584,21.130337873142967,124.70541984423727,-38.562102908670575,157.89835336471515,-25.162462676459583
Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,0.57,73.0,27.0,7.9,T,18.418444627337344,-58.584896440592125,-88.6568470754276,-56.928855061472646,10.204819126751149,-181.525291933538,28.956735522221503,-37.40029823394552,-3.4607892474487754,16.687711568588195,-46.500124702003,-12.028286794846188,-121.80066532949986,14.101302844940772,101.57081119104147,-22.87398072240368,24.701825833079127,-164.5386308311259,-14.61240377750643,131.51172071782526
Shrek 2,GC,2004.0,Platform,1.02,70.0,25.0,6.4,E,69.97465495963078,68.14637924449994,65.32948145942842,-66.12701813240854,-89.66557482318183,75.17814397140239,38.52401848019236,127.20186751886826,64.26905152171032,0.46720035264682164,28.6614050712029,-237.99014841286734,-88.29110884368842,-41.867592540501334,131.24377680414435,-60.711338804702706,6.922549853195825,227.4452718826545,-165.2625363440091,46.795360113987186
Thief: Deadly Shadows,XB,2004.0,Action,0.17,82.0,61.0,7.3,M,-61.50710649617888,-43.274615335948205,152.24229387339696,-106.53163657021459,364.9853898175216,-37.188108015135825,40.96370574050726,188.79327907406625,-21.263884121830035,-20.03201104595721,0.8881369934488105,73.13425845954814,100.39492883783987,-65.61852333301059,94.19252764421398,-217.03336988634084,1.0392737924439648,34.73108417094329,94.19782827823319,-46.84076682332455
Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,1.02,70.0,29.0,8.7,E,-213.32887491894357,-187.9879074907636,-139.8207705013993,65.17815815695701,187.79370003191377,63.54164298149302,-35.4142024148412,36.100713180678255,-135.66950087719613,-58.43517644273061,-110.20190280052992,64.79129323926178,62.43802105397058,3.1215663329838557,-113.64339215332353,-172.13528357398334,39.52146930511829,216.6854383413439,-92.82453763891729,100.17937754646529
Trivial Pursuit unhinged,XB,2004.0,Misc,0.09,58.0,10.0,8.0,T,74.67426456147088,129.03356106238425,-32.17889585594664,48.47289463425386,-139.81285238270897,-246.19909111318438,-60.29430679569898,-128.80754273185008,188.41943173871957,127.92103328022868,-22.98133237876367,164.33145751788163,-83.89855098026808,-61.346252679478376,74.7406837770315,90.50759249900227,11.38598871986669,-24.561052246717274,-60.05581913716279,137.4746748951618
Alien Hominid,GC,2004.0,Shooter,0.09,78.0,28.0,8.5,T,-63.47602312407156,-139.2980940159098,-124.21354320747014,81.77898414259845,105.51529348226639,-114.53839377598123,-10.424400306014551,-24.16049637638764,67.75455194105594,-147.7229254203061,-157.37080056554515,-2.7194996239317852,-95.16061701360147,66.90034710866574,-37.23380598722634,137.5585494143658,161.2890551968395,23.8669895667346,86.4905105409751,-31.609837566130782
Digimon Rumble Arena 2,PS2,2004.0,Fighting,0.09,63.0,9.0,7.3,T,-23.34551038971919,104.61103092268857,-151.59008795810686,-60.72038995818955,-19.863636764102065,146.32294958567914,-15.129334974725694,75.38073145902825,-80.92405418919549,31.76523751495172,35.76714616411396,116.44443962244637,154.71695909460664,-135.68486860274865,-51.25539818195954,-61.26262045613079,-20.804308227513534,-63.89162218507754,-74.06355283336391,-233.7993097629856
Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,0.57,60.0,25.0,7.0,E,118.81372062843722,-105.97323847965863,-99.44842356236245,-54.00711447488737,3.6549022624448466,176.3833861205776,-7.53851789037486,-101.99360380278264,32.32502079315198,-240.71522069349726,145.27927918937203,17.14100710652493,-44.143598348241326,198.9952268762486,-82.88187533144182,154.40541542254985,56.48676166104912,117.70614204624843,11.07376824620568,16.964197884303204
Shining Tears,PS2,2004.0,Role-Playing,0.09,61.0,14.0,6.5,T,-5.714521662987906,44.87241630451916,112.86024184130244,31.944379373398917,-102.51412272419009,-25.51870795019552,85.83085275111024,-106.92787672002342,-146.16807082248053,-79.34276278093195,156.79896554790838,-226.0015852830277,-85.373926592997,6.955268143728084,90.33369155966257,138.51651811548268,-57.13110641259126,19.883260332465845,56.63010394918968,-29.399205475609858
Gradius V,PS2,2004.0,Shooter,0.09,82.0,46.0,8.5,T,-153.4407278997771,-137.4410474984872,51.963354335348,29.28111363435784,12.522367983174979,110.98626685324184,-92.11217472884348,13.209136132267385,-77.43940736232963,-52.2158766699287,0.8353882807744015,186.51337892245874,-108.51319452186439,-72.62644416088855,26.252630325219613,221.1497574254528,141.21279692862444,156.14553637670667,64.97706009219289,26.805977651981
Catwoman,PS2,2004.0,Action,0.17,46.0,35.0,6.9,T,106.0062885270803,36.43718851600187,-66.46644137279314,56.218674941416715,-184.12305999157292,52.89189302714951,-67.31490533456953,-121.01741901286336,-89.46456671518733,-34.07064797409124,107.98720227286638,-121.80611902831495,-27.22514436472253,-195.35571737039928,137.45111027150998,98.9598895901339,28.382230618936166,-222.23271898295803,75.70341614204854,243.04592082455642
Karaoke Revolution,XB,2004.0,Misc,0.09,80.0,13.0,8.5,E,-181.81764051562638,202.91133474790976,-85.59135622006741,23.69721037475286,-31.270430472045923,-170.81511679746438,4.443171468209631,241.92069816145764,60.24689184298953,-145.5354689868486,-46.086289900628934,35.75247023263689,-61.67682942396308,141.7805076349849,62.408336221491346,118.23690782488745,111.11770197153155,-124.87850061070634,-75.17748822791155,42.33236787263435
Spider-Man 2,GBA,2004.0,Action,1.06,65.0,12.0,7.7,E,-13.552383112997635,38.4331239081672,22.602851284147995,-139.05690171658546,227.0039373008943,-1.3743315185372182,-150.72089189857118,-212.21394035629712,-151.19063853835428,-125.98626963928999,183.45402814945194,61.17125718683384,110.97910218006515,15.72029820581437,-21.78669191362827,202.1848108902996,13.63707700233438,16.770137905862796,-4.686353544852982,-26.22420304116896
Resident Evil Outbreak File #2,PS2,2004.0,Action,0.57,58.0,35.0,7.7,M,73.20742668810112,-4.4665093195622365,16.197102274672467,-45.732195419011,-54.88084764568125,-70.37179421570342,185.22995845378233,10.69434666145453,140.73665904730325,-11.450083320615487,95.31456765902031,-111.30520089962906,-115.44573712365364,112.87598691584051,3.453564909294984,-45.747681555721975,-44.916427468259066,-3.6059713240178812,140.2046971629907,25.697370627859268
